2019-08-19 16:39:00, Connection returned result: 1 
2019-08-19 17:52:03, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10518,"uptime":604863}'
2019-08-19 17:53:18, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10519,"uptime":604938}'
2019-08-19 17:53:36, topic: ESP32, payload: b'{"msgtype":"dooralert","ids":["bc8ed065bb3fa787"],"zone":"0","counter":559,"uptime":1750843}'
2019-08-19 17:54:22, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10520,"uptime":605001}'
2019-08-19 17:54:26, topic: ESP32, payload: b'{"msgtype":"dooralert","ids":["9c0a06ce633a7482"],"zone":"0","counter":560,"uptime":1750893}'
2019-08-19 17:55:26, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10521,"uptime":605065}'
2019-08-19 17:56:43, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10522,"uptime":605142}'
2019-08-19 17:57:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10523,"uptime":605214}'
2019-08-19 17:58:58, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10524,"uptime":605278}'
2019-08-19 18:00:24, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10526,"uptime":605363}'
2019-08-19 18:01:27, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10527,"uptime":605427}'
2019-08-19 18:02:31, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10528,"uptime":605491}'
2019-08-19 18:03:46, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10530,"uptime":605565}'
2019-08-19 18:04:50, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10531,"uptime":605629}'
2019-08-19 18:04:57, topic: ESP32, payload: b'{"msgtype":"dooralert","ids":["9c0a06ce633a7482"],"zone":"0","counter":561,"uptime":1751523}'
2019-08-19 18:05:54, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10532,"uptime":605693}'
2019-08-19 18:07:19, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10534,"uptime":605778}'
2019-08-19 18:08:23, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10535,"uptime":605842}'
2019-08-19 18:09:48, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10537,"uptime":605927}'
2019-08-19 18:10:52, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10538,"uptime":605991}'
2019-08-19 18:11:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10539,"uptime":606055}'
2019-08-19 18:13:10, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10540,"uptime":606129}'
2019-08-19 18:14:14, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10541,"uptime":606193}'
2019-08-19 18:15:18, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10542,"uptime":606257}'
2019-08-19 18:16:21, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10543,"uptime":606321}'
2019-08-19 18:17:36, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10545,"uptime":606395}'
2019-08-19 18:19:01, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10547,"uptime":606481}'
2019-08-19 18:20:05, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10548,"uptime":606544}'
2019-08-19 18:21:30, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10550,"uptime":606630}'
2019-08-19 18:22:34, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10551,"uptime":606693}'
2019-08-19 18:23:38, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10552,"uptime":606757}'
2019-08-19 18:24:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10553,"uptime":606835}'
2019-08-19 18:25:56, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10554,"uptime":606896}'
2019-08-19 18:27:00, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10555,"uptime":606959}'
2019-08-19 18:28:04, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10556,"uptime":607023}'
2019-08-19 18:29:08, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10557,"uptime":607087}'
2019-08-19 18:31:26, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10559,"uptime":607226}'
2019-08-19 18:32:30, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10560,"uptime":607289}'
2019-08-19 18:33:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347Mnf data;f","752347b5bfd4629d"],"zone":"1","counter":10561,"uptime":607375}'
2019-08-19 18:34:59, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10562,"uptime":607438}'
2019-08-19 18:36:03, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10563,"uptime":607502}'
2019-08-19 18:37:28, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10565,"uptime":607588}'
2019-08-19 18:38:32, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10566,"uptime":607651}'
2019-08-19 18:39:35, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10567,"uptime":607715}'
2019-08-19 18:40:39, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10568,"uptime":607779}'
2019-08-19 18:41:54, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10570,"uptime":607853}'
2019-08-19 18:42:58, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10571,"uptime":607917}'
2019-08-19 18:43:51, topic: ESP32, payload: b'{"msgtype":"alarmout","data":[{"beaconid":"ff6117525a5a95c6","downtime":"63"}],"zone":"1","counter":82,"uptime":607970}'
2019-08-19 18:44:01, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10572,"uptime":607981}'
2019-08-19 18:46:19, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10574,"uptime":608118}'
2019-08-19 18:47:23, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10575,"uptime":608182}'
2019-08-19 18:48:26, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10576,"uptime":608245}'
2019-08-19 18:49:32, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10577,"uptime":608312}'
2019-08-19 18:50:33, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10578,"uptime":608373}'
2019-08-19 18:51:37, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10579,"uptime":608436}'
2019-08-19 18:52:40, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10580,"uptime":608500}'
2019-08-19 18:53:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10581,"uptime":608574}'
2019-08-19 18:54:58, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10582,"uptime":608638}'
2019-08-19 18:56:02, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10583,"uptime":608701}'
2019-08-19 18:57:26, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10585,"uptime":608786}'
2019-08-19 18:58:30, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10586,"uptime":608849}'
2019-08-19 18:59:47, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10587,"uptime":608927}'
2019-08-19 19:00:58, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10588,"uptime":608998}'
2019-08-19 19:02:02, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10589,"uptime":609061}'
2019-08-19 19:03:16, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10590,"uptime":609136}'
2019-08-19 19:04:19, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10591,"uptime":609199}'
